offender_id,user_id,date_of_birth,gender,nationality,county,risk_level,criminal_history,substance_abuse,mental_health_issues,anger_issues,family_support,peer_support,community_ties,employment_status,employment_duration,education_level,financial_stability,housing_stability,probation_start_date,probation_duration_months,probation_officer,program_participation,program_types,compliance_rate,violation_count,curfew_breaks,positive_behavior_points,last_violation_date,probation_end_date,probation_completed,recidivism_risk
OFF_000181,181,1986-08-26 07:04:32.958794,male,Kenyan,Thika,medium,4,0,0,0,2,5,5,unemployed,206,tertiary,4,5,2024-07-27 15:10:40.962187,24,Officer_4,0,['Mental Health Support'],0.7514983928259605,2,1,4,,2026-07-28 04:37:04.962187008,1,0
OFF_000182,182,2001-09-11 03:11:52.958794,female,Kenyan,Machakos,low,4,0,0,1,2,5,4,employed,109,tertiary,5,4,2026-01-07 23:00:53.962187,48,Officer_2,2,"['Education Advancement', 'Community Service']",0.7306818440732178,1,1,6,,2030-01-08 01:53:41.962187008,1,0
OFF_000183,183,1987-03-30 18:39:08.958794,female,Kenyan,Meru,low,1,1,0,1,2,3,1,student,183,secondary,2,1,2021-06-13 15:46:25.962187,60,Officer_10,4,['Education Advancement'],0.876842190639614,0,0,4,,2026-06-14 01:22:25.962187008,1,1
OFF_000184,184,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,medium,0,1,0,0,4,5,4,unemployed,21,degree,1,3,2021-12-07 06:28:28.962187,48,Officer_15,1,"['Substance Abuse Treatment', 'Community Service', 'Vocational Training']",0.7755834911391685,0,0,5,,2025-12-07 09:21:16.962187008,1,1
OFF_000185,185,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,low,3,0,0,1,3,5,4,student,194,secondary,1,1,2024-11-12 02:34:58.962187,12,Officer_2,4,['Job Training'],0.7772764821727121,0,2,6,2025-08-10 10:53:54.977967,2025-11-12 09:18:10.962187000,0,0
OFF_000186,186,1976-04-15 16:02:50.958794,male,Kenyan,Meru,low,4,1,1,0,2,5,5,student,55,degree,5,3,2022-05-17 01:23:06.962187,48,Officer_19,3,"['Vocational Training', 'Community Service', 'Mental Health Support']",0.7229263244138012,1,0,2,,2026-05-17 04:15:54.962187008,1,0
OFF_000187,187,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,low,1,1,1,0,2,1,5,student,118,diploma,3,2,2025-02-22 21:37:47.962187,60,Officer_12,1,"['Mental Health Support', 'Family Counseling', 'Education Advancement']",0.3488933137217746,0,3,9,2025-12-22 10:53:54.978048,2030-02-23 07:13:47.962187008,1,1
OFF_000188,188,1998-04-23 09:31:11.958794,male,Kenyan,Machakos,low,4,0,0,0,1,3,3,employed,146,degree,3,2,2022-10-07 01:35:48.962187,36,Officer_5,1,"['Community Service', 'Family Counseling', 'Education Advancement']",0.8831333891233657,1,0,2,,2025-10-06 21:45:24.962187008,1,0
OFF_000189,189,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,low,3,1,0,0,1,2,3,employed,56,secondary,5,5,2021-08-24 16:23:32.962187,36,Officer_3,1,['Family Counseling'],0.7796882494357437,1,0,5,,2024-08-24 12:33:08.962187008,1,0
OFF_000190,190,1977-07-29 13:13:39.958794,male,Kenyan,Meru,high,3,0,0,1,3,1,4,self_employed,171,diploma,2,2,2023-06-07 17:33:32.962187,12,Officer_10,4,['Education Advancement'],0.7187026274706599,0,0,5,,2024-06-07 00:16:44.962187000,1,0
OFF_000191,191,1983-11-11 22:35:43.958794,female,Kenyan,Mombasa,medium,2,0,0,0,3,4,2,self_employed,225,primary,3,5,2024-06-11 06:55:53.962187,36,Officer_11,1,"['Community Service', 'Job Training']",0.9367042523063663,1,0,2,,2027-06-12 03:05:29.962187008,1,0
OFF_000192,192,2000-12-13 09:21:32.958794,female,Kenyan,Nakuru,medium,5,0,0,0,5,3,2,student,34,tertiary,5,1,2024-01-02 12:04:56.962187,48,Officer_14,3,"['Vocational Training', 'Substance Abuse Treatment', 'Education Advancement']",0.8875574207479857,2,0,5,,2028-01-02 14:57:44.962187008,1,0
OFF_000193,193,1997-03-05 18:13:21.958794,male,Kenyan,Thika,medium,5,1,1,0,1,3,3,self_employed,113,secondary,2,2,2023-01-08 01:25:59.962187,12,Officer_6,0,"['Community Service', 'Education Advancement', 'Counseling']",0.8752451378404338,0,0,10,,2024-01-08 08:09:11.962187000,1,1
OFF_000194,194,1992-07-18 01:46:05.958794,male,Kenyan,Mombasa,low,1,1,0,0,5,4,2,student,124,secondary,2,1,2025-02-01 03:44:15.962187,60,Officer_7,3,"['Education Advancement', 'Community Service']",0.8155448444931314,1,0,2,,2030-02-01 13:20:15.962187008,1,0
OFF_000195,195,1980-03-11 04:36:31.958794,male,Kenyan,Kisii,high,3,1,0,0,4,4,3,employed,128,secondary,4,1,2023-12-31 22:17:17.962187,12,Officer_5,2,[],0.827648502658622,0,0,4,,2024-12-31 05:00:29.962187000,1,0
OFF_000196,196,1992-08-22 08:23:50.958794,male,Kenyan,Kisii,medium,2,0,1,0,5,4,5,employed,51,diploma,2,2,2024-02-03 00:45:47.962187,12,Officer_18,1,"['Mental Health Support', 'Vocational Training', 'Substance Abuse Treatment']",0.7755825401299432,2,0,6,2025-11-29 10:53:54.978102,2025-02-02 07:28:59.962187000,1,0
OFF_000197,197,2008-03-23 10:53:54.960352,female,Kenyan,Nairobi,low,2,1,0,1,2,2,4,employed,84,primary,3,1,2024-06-11 08:35:52.962187,24,Officer_12,3,['Vocational Training'],0.8387454258380433,2,0,7,2025-11-29 10:53:54.978129,2026-06-11 22:02:16.962187008,1,0
OFF_000198,198,1981-08-10 23:18:29.958794,female,Kenyan,Kisumu,medium,4,1,1,0,5,5,1,unemployed,220,degree,3,2,2023-08-02 23:12:55.962187,24,Officer_17,4,"['Job Training', 'Mental Health Support']",0.9087225616012314,2,0,7,2026-02-08 10:53:54.978149,2025-08-02 12:39:19.962187008,1,1
OFF_000199,199,1982-01-29 09:10:14.958794,male,Kenyan,Machakos,high,4,1,0,0,3,3,4,student,197,primary,5,2,2024-10-21 05:03:01.962187,12,Officer_17,2,[],0.8297451244480039,1,2,3,2025-12-06 10:53:54.978178,2025-10-21 11:46:13.962187000,1,1
OFF_000200,200,2008-03-23 10:53:54.960352,male,Kenyan,Meru,high,2,1,0,0,4,5,3,employed,164,diploma,5,2,2023-05-14 05:37:36.962187,36,Officer_9,3,[],0.8779747572717086,0,0,6,,2026-05-14 01:47:12.962187008,1,0
OFF_000201,201,2008-03-23 10:53:54.960352,male,Kenyan,Eldoret,medium,4,1,0,0,2,5,3,student,64,secondary,2,3,2021-11-30 22:16:10.962187,24,Officer_6,1,['Education Advancement'],0.8167474975846933,1,0,9,2025-11-27 10:53:54.978212,2023-12-01 11:42:34.962187008,1,0
OFF_000202,202,1980-12-16 17:46:14.958794,male,Kenyan,Thika,medium,3,0,0,1,5,4,4,self_employed,178,tertiary,1,1,2025-03-21 15:31:04.962187,60,Officer_9,4,"['Education Advancement', 'Job Training', 'Community Service']",0.9199644552991727,0,1,6,,2030-03-22 01:07:04.962187008,1,0
OFF_000203,203,2008-03-23 10:53:54.960352,female,Kenyan,Nakuru,low,0,0,1,0,4,2,3,self_employed,128,secondary,4,4,2021-05-20 16:13:14.962187,48,Officer_16,1,"['Vocational Training', 'Counseling']",0.4866352157969477,0,0,8,2026-01-06 10:53:54.978237,2025-05-20 19:06:02.962187008,1,0
OFF_000204,204,1984-10-22 05:58:02.958794,male,Kenyan,Machakos,high,3,0,0,0,4,1,2,employed,218,degree,1,2,2025-10-22 08:53:53.962187,24,Officer_10,2,['Counseling'],0.8749084790511238,2,1,7,2025-11-21 10:53:54.978269,2027-10-22 22:20:17.962187008,0,0
OFF_000205,205,1984-12-26 15:23:28.958794,male,Kenyan,Mombasa,low,2,0,1,0,2,2,2,student,20,tertiary,2,1,2021-08-30 06:40:56.962187,12,Officer_11,3,"['Education Advancement', 'Mental Health Support', 'Substance Abuse Treatment']",0.8645701122153462,1,0,4,,2022-08-30 13:24:08.962187000,1,0
OFF_000206,206,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,high,2,0,0,1,5,5,3,employed,180,secondary,2,5,2024-03-12 17:49:58.962187,36,Officer_4,1,['Job Training'],0.8128278418986251,0,0,3,,2027-03-13 13:59:34.962187008,1,0
OFF_000207,207,2008-03-23 10:53:54.960352,male,Kenyan,Thika,medium,3,1,0,0,4,2,3,self_employed,15,tertiary,1,2,2023-02-16 02:06:52.962187,48,Officer_15,2,['Mental Health Support'],0.9159693026369572,2,0,10,,2027-02-16 04:59:40.962187008,1,0
OFF_000208,208,2008-03-23 10:53:54.960352,male,Kenyan,Eldoret,medium,4,0,0,0,4,4,2,employed,235,primary,4,2,2021-10-20 15:27:17.962187,24,Officer_3,4,"['Job Training', 'Education Advancement']",0.8378814823021061,0,0,4,2026-02-22 10:53:54.978361,2023-10-21 04:53:41.962187008,1,0
OFF_000209,209,1987-06-27 16:57:59.958794,male,Kenyan,Meru,medium,4,0,0,1,1,1,3,student,122,diploma,1,4,2021-07-24 12:45:45.962187,36,Officer_5,3,"['Substance Abuse Treatment', 'Community Service']",0.8991166626636456,3,1,3,,2024-07-24 08:55:21.962187008,1,1
OFF_000210,210,1994-04-15 11:20:03.958794,male,Kenyan,Nairobi,low,5,1,1,0,4,4,3,self_employed,60,secondary,5,3,2021-06-25 20:39:45.962187,36,Officer_8,3,"['Family Counseling', 'Education Advancement']",0.7231853549908612,4,1,10,,2024-06-25 16:49:21.962187008,1,1
OFF_000211,211,2008-03-23 10:53:54.960352,male,Kenyan,Eldoret,low,2,0,0,1,1,1,4,unemployed,53,degree,3,3,2023-04-28 17:40:40.962187,36,Officer_13,2,[],0.8379137382418796,3,0,12,2025-02-27 10:53:54.978390,2026-04-28 13:50:16.962187008,1,0
OFF_000212,212,2008-03-23 10:53:54.960352,male,Kenyan,Thika,low,1,0,0,1,5,5,1,self_employed,167,primary,5,2,2022-11-30 20:18:29.962187,12,Officer_18,3,"['Mental Health Support', 'Counseling', 'Community Service']",0.8108839104071293,1,0,2,,2023-12-01 03:01:41.962187000,1,0
OFF_000213,213,2005-01-16 14:30:41.958794,male,Kenyan,Eldoret,low,5,0,0,0,5,1,2,unemployed,25,secondary,3,1,2021-05-23 18:32:33.962187,60,Officer_12,4,"['Job Training', 'Vocational Training']",0.748093245298672,2,0,3,,2026-05-24 04:08:33.962187008,0,0
OFF_000214,214,1990-08-30 17:26:42.958794,male,Kenyan,Thika,medium,4,0,0,0,5,1,4,employed,79,primary,2,5,2022-07-07 21:20:58.962187,36,Officer_3,4,['Community Service'],0.4759466022295767,1,0,2,,2025-07-07 17:30:34.962187008,1,0
OFF_000215,215,2008-03-23 10:53:54.960352,male,Kenyan,Thika,medium,3,0,0,0,3,1,1,employed,219,degree,4,5,2023-04-01 14:05:54.962187,48,Officer_13,3,[],0.8826742540070788,2,0,8,2025-10-20 10:53:54.978417,2027-04-01 16:58:42.962187008,1,0
OFF_000216,216,2008-03-23 10:53:54.960352,male,Kenyan,Kericho,low,4,0,0,0,5,2,3,student,64,secondary,1,1,2022-04-17 14:36:59.962187,24,Officer_1,1,"['Job Training', 'Community Service']",0.9233475048696432,1,1,3,2025-08-13 10:53:54.978449,2024-04-17 04:03:23.962187008,1,0
OFF_000217,217,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,high,3,0,1,1,4,2,3,unemployed,99,degree,4,2,2025-03-31 18:10:13.962187,48,Officer_9,1,['Education Advancement'],0.8007772405523438,0,0,7,2026-01-05 10:53:54.978476,2029-03-31 21:03:01.962187008,1,0
OFF_000218,218,1989-12-09 02:10:57.958794,male,Kenyan,Kisii,high,5,1,0,0,2,5,4,employed,73,tertiary,1,5,2022-03-11 20:23:37.962187,12,Officer_18,4,"['Education Advancement', 'Family Counseling']",0.46549037310189945,1,0,5,2026-01-28 10:53:54.978502,2023-03-12 03:06:49.962187000,1,0
OFF_000219,219,2008-03-23 10:53:54.960352,male,Kenyan,Kericho,high,2,0,0,0,1,1,3,unemployed,191,degree,5,3,2026-01-06 15:31:04.962187,12,Officer_4,1,['Family Counseling'],0.8826080436589556,0,0,6,,2027-01-06 22:14:16.962187000,1,0
OFF_000220,220,1997-06-18 04:54:39.958794,male,Kenyan,Meru,high,4,1,0,1,3,3,5,employed,170,tertiary,5,1,2023-01-27 15:30:45.962187,48,Officer_15,2,"['Substance Abuse Treatment', 'Job Training']",0.9726754874875995,0,0,2,,2027-01-27 18:23:33.962187008,1,0
OFF_000221,221,2003-05-27 11:04:31.958794,male,Kenyan,Kericho,low,3,0,0,0,5,5,4,self_employed,16,secondary,1,4,2025-03-05 06:20:43.962187,60,Officer_12,0,"['Family Counseling', 'Education Advancement', 'Counseling']",0.7869692769156627,0,0,4,,2030-03-05 15:56:43.962187008,1,0
OFF_000222,222,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,medium,2,0,1,0,5,1,1,employed,120,tertiary,4,2,2023-05-26 13:48:47.962187,12,Officer_9,3,"['Community Service', 'Counseling']",0.9459877424442177,2,0,9,,2024-05-25 20:31:59.962187000,1,0
OFF_000223,223,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,medium,1,1,0,0,2,1,4,student,186,secondary,1,1,2024-05-10 13:42:58.962187,12,Officer_19,2,"['Community Service', 'Substance Abuse Treatment', 'Mental Health Support']",0.7857789551701019,1,0,7,,2025-05-10 20:26:10.962187000,1,0
OFF_000224,224,2001-08-29 20:54:18.958794,male,Kenyan,Kisii,medium,3,0,0,0,2,2,2,self_employed,22,secondary,2,5,2022-08-24 18:09:49.962187,48,Officer_13,4,[],0.9121151967194759,0,1,4,,2026-08-24 21:02:37.962187008,1,0
OFF_000225,225,2006-01-23 11:46:26.958794,male,Kenyan,Eldoret,low,5,0,0,1,3,5,4,student,134,diploma,5,2,2022-03-12 07:05:16.962187,12,Officer_12,0,[],0.7790217467203766,2,0,3,,2023-03-12 13:48:28.962187000,1,1
OFF_000226,226,2008-03-23 10:53:54.960352,female,Kenyan,Nakuru,high,1,0,0,0,1,1,3,self_employed,171,secondary,2,3,2022-08-12 06:09:42.962187,60,Officer_4,4,[],0.5942848117580536,1,2,1,,2027-08-12 15:45:42.962187008,1,0
OFF_000227,227,2006-12-22 04:52:25.958794,male,Kenyan,Kisii,low,1,0,0,0,5,1,3,unemployed,180,tertiary,5,2,2023-11-12 19:38:28.962187,60,Officer_8,0,[],0.6045761169708688,2,0,5,,2028-11-12 05:14:28.962187008,1,0
OFF_000228,228,1984-06-26 00:42:53.958794,female,Kenyan,Thika,low,0,0,1,0,3,5,5,student,70,diploma,5,2,2022-02-20 07:19:31.962187,60,Officer_16,2,[],0.6886245857943463,0,1,2,2025-11-04 10:53:54.978528,2027-02-20 16:55:31.962187008,1,0
OFF_000229,229,1993-02-13 04:21:36.958794,male,Kenyan,Mombasa,medium,4,0,1,0,4,3,5,employed,107,diploma,3,3,2026-02-21 08:45:35.962187,24,Officer_1,0,"['Community Service', 'Job Training', 'Mental Health Support']",0.9594845287481378,1,0,7,,2028-02-21 22:11:59.962187008,0,0
OFF_000230,230,1991-07-17 08:04:57.958794,male,Kenyan,Nakuru,medium,3,0,1,0,4,5,5,unemployed,78,secondary,2,3,2021-06-09 05:37:12.962187,60,Officer_20,1,['Counseling'],0.6999191131476747,2,1,6,,2026-06-09 15:13:12.962187008,1,0
OFF_000231,231,1980-08-09 19:50:08.958794,male,Kenyan,Nakuru,medium,1,0,0,0,3,5,1,employed,161,degree,2,2,2023-11-15 16:06:59.962187,60,Officer_18,2,['Vocational Training'],0.8686001497452063,2,2,4,2025-12-01 10:53:54.978554,2028-11-15 01:42:59.962187008,1,0
OFF_000232,232,1999-04-04 14:47:43.958794,male,Kenyan,Thika,low,0,1,0,0,5,3,5,self_employed,45,degree,3,3,2026-02-12 09:24:50.962187,24,Officer_11,3,['Family Counseling'],0.938207021897661,1,1,6,2025-08-03 10:53:54.978575,2028-02-12 22:51:14.962187008,0,0
OFF_000233,233,1977-09-06 06:19:26.958794,male,Kenyan,Thika,high,5,1,0,1,3,5,1,self_employed,236,diploma,4,1,2024-05-30 11:48:48.962187,36,Officer_20,4,"['Vocational Training', 'Substance Abuse Treatment']",0.7315377011342926,1,0,4,,2027-05-31 07:58:24.962187008,1,1
OFF_000234,234,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,low,2,1,0,0,5,1,5,employed,195,secondary,2,3,2024-08-04 19:35:48.962187,12,Officer_8,1,"['Family Counseling', 'Vocational Training', 'Job Training']",0.964288676647558,1,1,4,,2025-08-05 02:19:00.962187000,1,0
OFF_000235,235,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,low,3,0,1,0,2,5,1,employed,205,degree,1,3,2022-11-27 15:26:18.962187,60,Officer_3,3,"['Vocational Training', 'Family Counseling', 'Substance Abuse Treatment']",0.9065032754810199,1,3,5,2026-01-30 10:53:54.978607,2027-11-28 01:02:18.962187008,1,0
OFF_000236,236,1991-11-28 23:40:59.958794,male,Kenyan,Thika,high,1,1,0,0,3,3,4,unemployed,77,secondary,3,2,2021-11-12 13:36:22.962187,12,Officer_15,0,"['Substance Abuse Treatment', 'Vocational Training']",0.750272613711608,0,0,4,,2022-11-12 20:19:34.962187000,1,0
OFF_000237,237,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,high,4,0,1,1,5,4,4,employed,15,secondary,2,1,2023-04-14 23:03:39.962187,48,Officer_10,1,"['Community Service', 'Vocational Training', 'Job Training']",0.5638765845571169,2,0,6,,2027-04-15 01:56:27.962187008,1,0
OFF_000238,238,1991-03-27 23:41:17.958794,male,Kenyan,Meru,high,0,0,0,1,3,5,3,student,70,diploma,4,4,2022-02-01 01:12:36.962187,12,Officer_14,3,['Education Advancement'],0.871374892077833,2,1,9,,2023-02-01 07:55:48.962187000,1,0
OFF_000239,239,1976-09-27 04:24:13.958794,male,Kenyan,Mombasa,high,1,0,0,0,3,2,1,student,95,diploma,2,4,2023-10-14 10:31:58.962187,24,Officer_4,2,['Substance Abuse Treatment'],0.6791559737512478,1,0,4,,2025-10-13 23:58:22.962187008,0,0
OFF_000240,240,1981-01-29 23:55:25.958794,female,Kenyan,Kisii,medium,4,1,0,1,5,1,2,employed,146,primary,5,5,2022-04-01 13:25:04.962187,12,Officer_5,0,"['Substance Abuse Treatment', 'Job Training']",0.8066666834090566,2,0,3,,2023-04-01 20:08:16.962187000,1,0
OFF_000241,241,2008-03-23 10:53:54.960352,female,Kenyan,Machakos,medium,1,0,0,0,5,1,3,student,1,degree,1,3,2026-01-12 17:53:16.962187,12,Officer_2,3,"['Counseling', 'Community Service', 'Education Advancement']",0.7726426538807217,1,2,6,2026-02-20 10:53:54.978634,2027-01-13 00:36:28.962187000,1,0
OFF_000242,242,2008-03-23 10:53:54.960352,female,Kenyan,Kisumu,low,3,0,0,0,1,2,4,employed,9,degree,3,3,2021-07-27 01:14:05.962187,12,Officer_2,0,"['Education Advancement', 'Mental Health Support', 'Counseling']",0.8931825286243024,1,0,5,,2022-07-27 07:57:17.962187000,1,0
OFF_000243,243,1980-04-03 18:28:02.958794,male,Kenyan,Eldoret,medium,3,0,1,0,3,2,1,unemployed,177,degree,5,1,2024-03-04 04:17:14.962187,36,Officer_10,3,"['Counseling', 'Mental Health Support']",0.8192120903239427,1,1,6,,2027-03-05 00:26:50.962187008,1,1
OFF_000244,244,1991-10-30 19:59:40.958794,male,Kenyan,Thika,medium,3,1,0,0,4,5,5,student,124,tertiary,4,4,2025-10-01 15:15:47.962187,36,Officer_16,4,[],0.8726872497007593,1,0,2,,2028-10-01 11:25:23.962187008,1,1
OFF_000245,245,1980-11-01 16:45:25.958794,female,Kenyan,Machakos,low,5,1,0,1,3,2,2,student,80,secondary,5,5,2024-11-11 09:04:40.962187,48,Officer_4,2,[],0.7612282131183299,1,0,3,,2028-11-11 11:57:28.962187008,1,1
OFF_000246,246,1978-05-22 05:27:27.958794,male,Kenyan,Thika,medium,5,1,0,0,3,4,4,employed,228,diploma,5,1,2024-05-15 18:39:57.962187,24,Officer_4,1,"['Job Training', 'Education Advancement', 'Substance Abuse Treatment']",0.7319350263386231,1,0,1,2026-01-29 10:53:54.978659,2026-05-16 08:06:21.962187008,1,1
OFF_000247,247,1998-09-26 07:10:24.958794,female,Kenyan,Nakuru,medium,0,0,1,0,5,3,3,student,139,degree,4,3,2021-10-21 16:41:06.962187,12,Officer_8,3,"['Vocational Training', 'Mental Health Support', 'Family Counseling']",0.7843719027413435,0,0,5,2025-12-09 10:53:54.978682,2022-10-21 23:24:18.962187000,1,0
OFF_000248,248,1981-01-26 14:57:15.958794,female,Kenyan,Kisumu,low,3,0,0,1,3,2,1,self_employed,69,primary,5,4,2025-07-10 10:04:09.962187,12,Officer_18,0,['Counseling'],0.8717292026493824,2,1,7,,2026-07-10 16:47:21.962187000,1,1
OFF_000249,249,2008-03-23 10:53:54.960352,female,Kenyan,Nakuru,low,4,0,1,0,3,2,2,unemployed,149,degree,3,5,2024-02-14 14:56:20.962187,12,Officer_5,2,"['Job Training', 'Mental Health Support', 'Community Service']",0.9283630955291495,0,1,3,,2025-02-13 21:39:32.962187000,1,1
OFF_000250,250,1992-06-12 02:11:36.958794,male,Kenyan,Nairobi,medium,1,0,0,0,4,4,1,unemployed,31,secondary,2,2,2021-04-29 18:18:38.962187,12,Officer_13,1,[],0.5534016149009353,2,0,3,,2022-04-30 01:01:50.962187000,0,0
OFF_000251,251,1995-03-15 01:03:27.958794,male,Kenyan,Nakuru,low,2,0,1,0,5,1,5,student,104,secondary,5,4,2024-10-16 12:44:53.962187,36,Officer_15,0,[],0.9462939858028373,1,0,8,,2027-10-17 08:54:29.962187008,1,0
OFF_000252,252,2008-03-23 10:53:54.960352,female,Kenyan,Nairobi,high,4,1,0,0,3,1,3,student,83,diploma,3,5,2025-05-22 10:59:12.962187,48,Officer_12,2,['Education Advancement'],0.5711964582094184,2,0,3,2026-02-02 10:53:54.978707,2029-05-22 13:52:00.962187008,1,0
OFF_000253,253,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,medium,5,1,0,0,2,5,1,self_employed,128,tertiary,2,1,2022-02-12 08:26:48.962187,60,Officer_18,0,"['Substance Abuse Treatment', 'Vocational Training', 'Job Training']",0.930850641444887,2,0,1,,2027-02-12 18:02:48.962187008,1,1
OFF_000254,254,1990-10-30 08:07:59.958794,male,Kenyan,Machakos,medium,5,1,0,0,1,4,4,self_employed,181,diploma,2,2,2024-11-27 08:44:45.962187,24,Officer_14,2,"['Vocational Training', 'Counseling']",0.8625032494936448,2,0,5,2025-12-12 10:53:54.978727,2026-11-27 22:11:09.962187008,1,1
OFF_000255,255,2008-03-23 10:53:54.960352,male,Kenyan,Thika,medium,4,1,1,0,4,3,3,student,238,degree,5,5,2024-04-19 17:35:44.962187,12,Officer_19,1,"['Vocational Training', 'Counseling']",0.8385006763291996,0,0,12,,2025-04-20 00:18:56.962187000,1,0
OFF_000256,256,1985-04-03 01:59:21.958794,female,Kenyan,Eldoret,high,5,1,0,0,3,3,4,student,57,primary,3,5,2025-02-16 19:32:55.962187,48,Officer_5,1,['Job Training'],0.8362756097261453,0,0,4,,2029-02-16 22:25:43.962187008,1,1
OFF_000257,257,2008-03-23 10:53:54.960352,male,Kenyan,Nakuru,medium,3,0,0,1,2,4,1,self_employed,197,diploma,5,3,2022-07-09 18:44:42.962187,60,Officer_14,0,[],0.9627460727381694,3,1,6,,2027-07-10 04:20:42.962187008,1,0
OFF_000258,258,2008-03-23 10:53:54.960352,male,Kenyan,Kisumu,medium,0,0,0,0,3,3,3,employed,210,tertiary,4,4,2024-12-03 11:10:24.962187,48,Officer_4,2,"['Community Service', 'Substance Abuse Treatment']",0.7355025510281902,3,0,3,2025-10-06 10:53:54.978748,2028-12-03 14:03:12.962187008,1,0
OFF_000259,259,2008-03-23 10:53:54.960352,male,Kenyan,Nairobi,medium,1,1,1,0,3,1,4,self_employed,145,diploma,2,3,2022-09-19 16:37:18.962187,36,Officer_16,3,['Job Training'],0.7891877701951743,0,1,6,,2025-09-19 12:46:54.962187008,1,0
OFF_000260,260,2008-03-23 10:53:54.960352,male,Kenyan,Thika,low,0,0,0,0,5,3,5,employed,133,secondary,5,2,2025-08-28 11:09:19.962187,60,Officer_20,1,"['Job Training', 'Family Counseling']",0.6838742448127778,2,2,8,2026-01-01 10:53:54.978768,2030-08-28 20:45:19.962187008,1,0
OFF_000261,261,1992-10-14 04:23:50.958794,female,Kenyan,Mombasa,high,1,1,1,0,5,3,5,unemployed,44,degree,2,5,2023-07-08 13:42:04.962187,48,Officer_14,3,['Counseling'],0.8622521704165637,1,3,7,,2027-07-08 16:34:52.962187008,1,0
OFF_000262,262,2008-03-23 10:53:54.960352,male,Kenyan,Kisii,medium,1,0,0,0,5,4,1,unemployed,96,degree,3,3,2025-10-18 11:58:43.962187,36,Officer_9,3,"['Vocational Training', 'Family Counseling']",0.9012893122152186,2,0,5,,2028-10-18 08:08:19.962187008,1,0
OFF_000263,263,2003-12-13 23:37:31.958794,male,Kenyan,Machakos,medium,0,0,0,0,2,4,3,self_employed,22,degree,1,4,2025-05-01 15:05:07.962187,48,Officer_2,4,"['Education Advancement', 'Job Training', 'Vocational Training']",0.7649089046648881,1,1,3,,2029-05-01 17:57:55.962187008,1,0
OFF_000264,264,1989-03-17 02:50:25.958794,female,Kenyan,Eldoret,high,4,1,0,0,3,3,2,employed,22,degree,5,2,2025-03-04 18:23:57.962187,48,Officer_12,0,"['Job Training', 'Family Counseling']",0.884377841244629,0,0,5,2025-11-05 10:53:54.978787,2029-03-04 21:16:45.962187008,1,1
OFF_000265,265,1982-09-01 22:25:48.958794,male,Kenyan,Kericho,high,1,1,0,1,1,2,3,self_employed,153,degree,5,1,2024-12-03 17:41:10.962187,60,Officer_7,0,"['Vocational Training', 'Mental Health Support']",0.8416155489718179,1,0,11,,2029-12-04 03:17:10.962187008,0,1
OFF_000266,266,1982-11-05 16:22:47.958794,male,Kenyan,Machakos,medium,0,1,0,0,4,4,5,self_employed,204,degree,2,3,2023-07-03 07:55:13.962187,36,Officer_15,0,"['Family Counseling', 'Education Advancement']",0.8350784572539318,0,0,3,2025-04-02 10:53:54.978804,2026-07-03 04:04:49.962187008,1,0
OFF_000267,267,2008-03-23 10:53:54.960352,male,Kenyan,Mombasa,high,1,0,0,1,5,5,4,employed,134,primary,3,2,2023-12-17 19:40:10.962187,12,Officer_15,2,['Mental Health Support'],0.38363376781794023,0,0,16,2025-10-04 10:53:54.978822,2024-12-17 02:23:22.962187000,1,0
OFF_000268,268,2005-08-01 06:56:43.958794,male,Kenyan,Kisii,medium,2,1,0,0,5,5,2,self_employed,78,tertiary,4,1,2023-04-23 04:20:40.962187,24,Officer_8,1,"['Job Training', 'Counseling', 'Mental Health Support']",0.7297577756580422,0,2,5,,2025-04-22 17:47:04.962187008,1,0
OFF_000269,269,2000-05-11 13:37:53.958794,male,Kenyan,Mombasa,medium,4,0,0,1,3,1,1,unemployed,43,degree,3,3,2021-12-15 16:57:08.962187,60,Officer_12,1,"['Counseling', 'Job Training', 'Substance Abuse Treatment']",0.8463884708653139,0,2,0,,2026-12-16 02:33:08.962187008,1,0
OFF_000270,270,2005-01-27 13:23:22.958794,male,Kenyan,Nakuru,medium,3,0,0,0,3,3,2,student,26,tertiary,5,2,2023-08-05 01:17:44.962187,36,Officer_4,4,"['Education Advancement', 'Mental Health Support']",0.6462848165454373,0,0,5,,2026-08-04 21:27:20.962187008,1,1
OFF_000271,271,2004-03-23 10:57:36.958794,male,Kenyan,Nairobi,medium,1,0,0,1,2,2,1,student,25,degree,4,2,2025-01-20 01:07:54.962187,48,Officer_12,4,[],0.8690302323244823,1,1,5,2025-11-19 10:53:54.978843,2029-01-20 04:00:42.962187008,1,0
